iso2c,iso3c,country,year,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
MN,MNG,Mongolia,2012,9990.038049,2808339,24.378,13,East Asia & Pacific,Lower middle income
MN,MNG,Mongolia,2004,4921.782863,2496621,19.627,21.2,East Asia & Pacific,Lower middle income
MN,MNG,Mongolia,2002,4053.677655,2443503,19.001,23.5,East Asia & Pacific,Lower middle income
MO,MAC,"Macao SAR, China",1997,29984.13823,412031,11.47,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2005,58922.09749,468149,7.806,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2003,42126.84235,450754,7.757,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2013,141968.1003,568056,11.256,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2008,78666.56591,507274,8.999,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2010,96619.8444,534626,10.032,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2012,127938.9187,557763,10.913,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1996,30064.4712,405231,12.345,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1994,29075.64732,391783,14.294,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1999,27749.6014,425448,9.804,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2000,29550.14902,431907,9.069,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2001,34407.77326,438088,8.46,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2014,140630.0795,577914,11.514,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2006,67157.30792,479728,8.096,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2007,76777.76402,493022,8.511,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1991,23190.13034,369484,17.999,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2004,53929.953,458579,7.688,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2009,78134.58288,521405,9.52,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1993,27773.9918,385041,15.441,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2011,117340.9708,546682,10.501,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1995,30147.85878,398459,13.269,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1998,28447.27113,418810,10.617,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1992,26281.89906,377799,16.695,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",1990,22228.86028,359735,19.272,,East Asia & Pacific,High income
MO,MAC,"Macao SAR, China",2002,37539.92824,444178,8.016,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2002,,68499,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1990,,43972,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1991,,46719,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1992,,49429,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2010,,53860,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1993,,52120,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2001,,68817,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2009,,55276,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2013,,53869,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2014,,54541,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2006,,62235,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2003,,67562,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2004,,66143,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2005,,64372,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2000,,68434,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2007,,59791,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1994,,54817,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1995,,57518,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1998,,65374,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1999,,67271,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2008,,57343,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1996,,60248,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,1997,,62939,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2012,,53314,,,East Asia & Pacific,High income
MP,MNP,Northern Mariana Islands,2011,,53234,,,East Asia & Pacific,High income
MR,MRT,Mauritania,2006,3145.575979,3241762,36.495,41.8,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2002,2184.104606,2884672,37.705,42.6,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2009,3158.549257,3501927,35.402,39.9,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1991,1861.547515,2080782,40.466,45.2,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2007,3233.9714,3328285,36.146,41.1,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1999,2206.120506,2629806,38.482,43.3,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1996,2176.551832,2403779,39.242,44.2,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1997,2062.144022,2476188,38.987,44,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2005,2638.741454,3154087,36.825,42.1,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2004,2414.338631,3064882,37.135,42.4,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1990,1819.88923,2023665,40.683,45.9,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1995,2080.411783,2333966,39.497,44.3,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2008,3248.813181,3414552,35.781,40.5,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1993,1986.535291,2202201,39.997,44.3,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1994,1910.714069,2266745,39.75,44.3,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2011,3403.534526,3683221,34.612,38.3,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1992,1885.770809,2140250,40.236,44.7,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,1998,2079.247916,2551429,38.734,43.7,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2010,3266.294626,3591400,35.012,39.1,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2001,2204.245271,2796502,37.971,42.7,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2014,3885.693365,3969625,33.399,36.3,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2000,2178.985893,2711421,38.229,43,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2003,2289.393079,2974686,37.428,42.5,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2013,3760.419674,3872684,33.801,36.9,Sub-Saharan Africa,Lower middle income
MR,MRT,Mauritania,2012,3575.986354,3777067,34.207,37.7,Sub-Saharan Africa,Lower middle income
MT,MLT,Malta,2009,25828.66239,412477,9.8,4.6,Middle East & North Africa,High income
MT,MLT,Malta,1992,12593.30106,361260,15.2,7.1,Middle East & North Africa,High income
MT,MLT,Malta,2003,19723.76295,398582,10.2,4.8,Middle East & North Africa,High income
MT,MLT,Malta,2006,22277.59119,405308,9.3,4.6,Middle East & North Africa,High income
MT,MLT,Malta,2007,23618.5571,406724,9.3,4.6,Middle East & North Africa,High income
MT,MLT,Malta,2005,21018.74824,403834,9.6,4.7,Middle East & North Africa,High income
MT,MLT,Malta,1999,17029.0863,379360,11.6,5.4,Middle East & North Africa,High income
MT,MLT,Malta,2010,26689.94099,414508,9.4,4.6,Middle East & North Africa,High income
MT,MLT,Malta,2008,25462.01396,409379,9.8,4.6,Middle East & North Africa,High income
MT,MLT,Malta,1997,15550.73925,375236,12.9,5.8,Middle East & North Africa,High income
MT,MLT,Malta,1990,10926.32598,354170,15.2,7.5,Middle East & North Africa,High income
MT,MLT,Malta,1991,11877.08461,357727,14.8,7.3,Middle East & North Africa,High income
MT,MLT,Malta,2014,,427364,9.8,4.4,Middle East & North Africa,High income
MT,MLT,Malta,2004,19942.94507,401268,9.7,4.7,Middle East & North Africa,High income
MT,MLT,Malta,1993,13343.42127,364704,14.1,6.8,Middle East & North Africa,High income
MT,MLT,Malta,1994,14270.82164,367941,13.1,6.6,Middle East & North Africa,High income
MT,MLT,Malta,1995,15388.24704,370433,12.5,6.4,Middle East & North Africa,High income
MT,MLT,Malta,1996,14645.83297,372687,13.5,6.1,Middle East & North Africa,High income
MT,MLT,Malta,2012,28355.70551,419455,9.8,4.5,Middle East & North Africa,High income
MT,MLT,Malta,1998,16261.07937,377516,12.4,5.6,Middle East & North Africa,High income
MT,MLT,Malta,2000,19045.81885,381363,11.5,5.2,Middle East & North Africa,High income
MT,MLT,Malta,2011,28177.57367,416268,10,4.5,Middle East & North Africa,High income
MT,MLT,Malta,2002,19328.83775,395969,9.9,4.9,Middle East & North Africa,High income
MT,MLT,Malta,2001,18264.79865,393028,10.1,5,Middle East & North Africa,High income
MT,MLT,Malta,2013,29525.70619,423374,9.5,4.5,Middle East & North Africa,High income
MU,MUS,Mauritius,1992,5613.925643,1084441,21.1,13.9,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2006,12102.91121,1233996,14.3,10,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1993,5968.407963,1097374,20.3,14,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1994,6259.288629,1112846,19.6,14.4,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1995,6606.757837,1122457,18.3,15,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1996,7031.002935,1133996,18.3,15.5,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2012,16961.11095,1255882,11.5,9,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2007,13097.10858,1239630,13.7,9.9,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2010,15282.92456,1250400,12,9.1,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2011,16179.29153,1252404,11.7,9.1,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1990,4891.145712,1058775,21.3,14.6,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2002,9639.801805,1204621,16.6,10.2,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2003,10118.08164,1213370,15.9,9.9,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2001,9362.341478,1196287,16.5,11,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2005,11349.03401,1228254,15.3,9.9,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1991,5221.444386,1070266,20.7,14.1,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1999,8146.246993,1175267,17.3,13.6,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2004,10924.92206,1221003,15.7,9.8,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1997,7464.025172,1148284,17.4,15.5,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,1998,7919.354536,1160421,16.7,14.8,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2008,14039.11362,1244121,13.2,9.6,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2000,8994.853322,1186873,17,12.3,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2009,14538.37624,1247429,12.3,9.3,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2014,18659.6601,1260934,10.6,8.7,Sub-Saharan Africa,Upper middle income
MU,MUS,Mauritius,2013,17748.17068,1258653,10.9,8.9,Sub-Saharan Africa,Upper middle income
MV,MDV,Maldives,2013,11855.75046,393000,21.447,5.6,South Asia,Upper middle income
MV,MDV,Maldives,2005,7110.25292,321000,20.536,13.6,South Asia,Upper middle income
MV,MDV,Maldives,2004,7754.51464,312000,20.615,15.7,South Asia,Upper middle income
MV,MDV,Maldives,1993,,242000,34.852,39,South Asia,Upper middle income
MV,MDV,Maldives,1994,,245000,32.701,37.7,South Asia,Upper middle income
MV,MDV,Maldives,1991,,227000,39.101,41.7,South Asia,Upper middle income
MV,MDV,Maldives,2000,,286000,22.761,25.7,South Asia,Upper middle income
MV,MDV,Maldives,1997,,264000,26.884,32.4,South Asia,Upper middle income
MV,MDV,Maldives,2001,5652.745271,292000,21.897,23.2,South Asia,Upper middle income
MV,MDV,Maldives,2014,12575.45396,401000,21.195,5.2,South Asia,Upper middle income
MV,MDV,Maldives,2010,10301.70575,367000,21.449,7.4,South Asia,Upper middle income
MV,MDV,Maldives,2007,9250.395741,349000,20.77,10.4,South Asia,Upper middle income
MV,MDV,Maldives,2008,10227.66858,362000,21.003,9.2,South Asia,Upper middle income
MV,MDV,Maldives,2002,5966.446293,297000,21.273,20.8,South Asia,Upper middle income
MV,MDV,Maldives,1996,,262000,28.676,34.4,South Asia,Upper middle income
MV,MDV,Maldives,2006,8523.747418,333000,20.599,11.8,South Asia,Upper middle income
MV,MDV,Maldives,2011,11126.94559,377000,21.561,6.7,South Asia,Upper middle income
MV,MDV,Maldives,2012,11373.46296,385000,21.565,6.1,South Asia,Upper middle income
MV,MDV,Maldives,2009,9791.465002,360000,21.247,8.2,South Asia,Upper middle income
MV,MDV,Maldives,1990,,218000,41.069,42.9,South Asia,Upper middle income
MV,MDV,Maldives,2003,6788.425933,304000,20.854,18.1,South Asia,Upper middle income
MV,MDV,Maldives,1998,,271000,25.279,30.4,South Asia,Upper middle income
MV,MDV,Maldives,1995,,255000,30.625,36.1,South Asia,Upper middle income
MV,MDV,Maldives,1992,,234000,37.008,40.4,South Asia,Upper middle income
MV,MDV,Maldives,1999,,280000,23.894,28.1,South Asia,Upper middle income
MW,MWI,Malawi,2000,697.600804,11193230,44.475,35.8,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1991,531.0226763,9604199,48.783,47.1,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1990,482.4589278,9408998,49.56,48.6,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1998,680.1081732,10563554,45.181,39.5,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2007,877.5051002,13498377,42.499,26.7,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2012,1085.679,15700436,39.979,24,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2013,1125.643813,16190126,39.459,23.2,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2014,1172.760183,16695253,38.98,22.4,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2001,660.3855017,11491824,44.145,33.7,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2002,664.7474763,11788731,43.848,31.7,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1992,499.2085101,9682918,48.034,45.7,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2004,737.5883978,12407618,43.349,28.6,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2006,802.8457436,13112383,42.833,27,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1994,511.6641235,9725612,46.783,43.4,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1995,603.6830359,9822812,46.302,42.6,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1999,690.6672666,10882543,44.825,37.8,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2010,1039.289519,14769824,41.088,25.7,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1993,559.7688345,9697635,47.361,44.4,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2011,1078.855647,15226813,40.531,24.9,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2003,698.8007741,12090476,43.587,30,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1996,647.5525685,10006767,45.899,41.8,Sub-Saharan Africa,Low income
MW,MWI,Malawi,1997,666.7136489,10260421,45.536,40.8,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2005,765.2237114,12747846,43.109,27.7,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2008,934.9315315,13904671,42.094,26.5,Sub-Saharan Africa,Low income
MW,MWI,Malawi,2009,990.2613624,14329056,41.618,26.2,Sub-Saharan Africa,Low income
MX,MEX,Mexico,2002,10348.61558,105578297,23.259,8.6,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2003,10588.34485,106888418,22.777,8.1,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1997,8926.818417,97925825,25.69,13.1,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1994,8853.980983,92663664,27.016,16.2,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2012,16289.56528,122070963,19.414,8.1,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2005,12070.89609,109747906,21.869,7.8,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2013,16248.80116,123740109,19.104,7.7,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2000,10318.53201,102808590,24.245,10.1,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2004,11198.54701,108257822,22.312,7.9,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1996,8348.036545,96181710,26.147,14.2,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1991,6353.257303,87347208,28.271,19.4,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1992,6600.661917,89110043,27.853,18.3,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2001,10301.61803,104239563,23.75,9.3,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1998,9265.635751,99632299,25.219,12,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1995,7978.610395,94426946,26.588,15.3,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2007,13717.46046,113139374,21.065,6.9,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1993,8442.989675,90887097,27.436,17.2,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1990,6019.262211,85609404,28.688,20.6,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2011,15754.19717,120365271,19.723,8.2,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,1999,9710.504262,101266570,24.736,11,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2014,17356.92264,125385833,18.79,7.4,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2009,13934.15865,116815612,20.36,6.9,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2006,13144.18287,111382857,21.454,7.5,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2008,14272.19494,114972821,20.702,6.6,Latin America & Caribbean,Upper middle income
MX,MEX,Mexico,2010,14603.16786,118617542,20.036,7.7,Latin America & Caribbean,Upper middle income
MY,MYS,Malaysia,2001,12882.23153,23920963,21.445,4.9,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2005,16453.10158,25796124,17.971,4.2,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2003,14306.62368,24869423,19.435,4.4,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2009,19328.75823,27661017,16.828,4.3,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2006,17587.35498,26263048,17.498,4.2,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2008,19809.92335,27197419,16.954,4.4,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2004,15410.5269,25332026,18.62,4.3,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2012,23124.66048,29021940,16.783,4.1,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2013,24238.99939,29465372,16.805,4.1,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2002,13513.3968,24401977,20.39,4.6,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2000,12797.95133,23420751,22.543,5.3,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1990,6755.131405,18211097,28.218,9,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1991,7442.426154,18709835,27.984,8.5,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1992,8074.846833,19204700,27.737,8.1,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2007,18856.97623,26730607,17.171,4.3,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1995,10527.54844,20725374,26.726,7.1,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1996,11494.98732,21260881,26.175,6.8,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2010,20675.01874,28119500,16.773,4.3,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2011,21866.34075,28572970,16.765,4.2,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1998,11173.91226,22358128,24.604,6.2,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1994,9630.909065,20205992,27.139,7.4,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,2014,25732.26523,29901997,16.811,4,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1993,8856.222352,19700762,27.461,7.7,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1997,12233.00812,21808125,25.466,6.6,East Asia & Pacific,Upper middle income
MY,MYS,Malaysia,1999,11757.01924,22898579,23.615,5.8,East Asia & Pacific,Upper middle income
MZ,MOZ,Mozambique,2001,493.4222085,18792357,44.495,41.9,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1992,239.7393762,14203987,45.768,59.6,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1993,256.629205,14775877,45.853,58.4,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2000,440.3525845,18264536,44.784,44.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2009,852.8593034,23647815,41.443,31.4,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2010,895.4996639,24321457,41.02,30.6,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1990,242.3845605,13371971,45.509,61.5,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1991,256.0628558,13719853,45.638,60.5,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1999,435.1325441,17774066,45.049,46.6,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1998,407.9615172,17317376,45.288,49.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2011,951.8253639,25016921,40.59,29.8,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2004,600.5492643,20523159,43.468,36.6,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2005,654.6779387,21126676,43.084,35.2,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2002,529.3821578,19348715,44.178,39.8,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2003,558.3079979,19928496,43.834,38.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1995,269.6375678,15913101,45.814,55.5,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1996,337.7048597,16410777,45.682,53.8,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2006,720.4239655,21737860,42.685,34.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1994,267.598162,15363065,45.872,57.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2007,772.4257715,22359637,42.277,33.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2008,818.4804732,22994867,41.862,32.3,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2014,1135.732688,27216276,39.256,27.8,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2013,1069.495168,26467180,39.705,28.4,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,2012,1010.221252,25732928,40.152,29.1,Sub-Saharan Africa,Low income
MZ,MOZ,Mozambique,1997,370.298009,16872896,45.501,51.6,Sub-Saharan Africa,Low income
NA,NAM,Namibia,1994,4177.359565,1605828,35.675,24.3,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2009,7797.928202,2152357,29.762,17.1,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2010,8212.329315,2193643,29.903,17.1,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2008,7849.99947,2115703,29.631,17.1,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2000,4843.200505,1897953,31.546,19.6,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2011,8625.717922,2240161,30.002,16.9,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2007,7617.350335,2083174,29.554,17.1,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2013,9460.588245,2346592,29.937,16.4,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2005,6480.580238,2027026,29.667,17.1,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2001,4926.136338,1931005,31.025,18.9,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2012,9021.895763,2291645,30.023,16.7,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1990,3694.589162,1415447,38.055,27.7,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1992,4233.240293,1513689,36.976,26.1,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1993,4140.255602,1559480,36.35,25.2,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1991,3986.485243,1466152,37.545,27,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1996,4383.932085,1705349,34.229,22.5,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1997,4507.708429,1758097,33.498,21.7,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1998,4571.850609,1809920,32.795,21,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1995,4301.158348,1654214,34.963,23.3,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2003,5433.093625,1980531,30.192,17.8,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2004,6197.91768,2002745,29.884,17.4,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2002,5169.677046,1957749,30.573,18.3,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,1999,4675.756895,1857320,32.139,20.3,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2006,7058.513564,2053915,29.559,17,Sub-Saharan Africa,Upper middle income
NA,NAM,Namibia,2014,9985.283393,2402858,29.733,16.1,Sub-Saharan Africa,Upper middle income
NC,NCL,New Caledonia,1997,,201418,22.3,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2005,,231000,17.2,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2009,,245000,16.3,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2012,,259000,17,,East Asia & Pacific,High income
NC,NCL,New Caledonia,1998,,205279,21.2,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2014,,268000,16.6,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2011,,254000,16.2,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2002,,221490,18.9,,East Asia & Pacific,High income
NC,NCL,New Caledonia,2013,,263000,16.8,,East Asia & Pacific,High income
NC,NCL,New Caledonia,1991,,175362,25.7,,East Asia & Pacific,High income
NC,NCL,New Caledonia,1992,,179799,24.5,,East Asia & Pacific,High income
NC,NCL,New Caledonia,1996,,197564,22.3,,East Asia & Pacific,High income
NC,NCL,New Caledonia,1995,,193816,21.9,,East Asia & Pacific,High income
